year,faculties,title,code,credits,evaluation_methods,second_chance
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Macroeconomics,189651,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Organisational Design,189652,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Value Creation and Competition,189653,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",International Business Game,189654,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",International Credit Risk Management,189655,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Innovation,189656,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Trends in Global Business and Finance,189657,3 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Emerging Markets,189658,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Sustainability,189659,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Cultura y Civilización de la Lengua B (Inglés),189660,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Lengua B III (Inglés),189661,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Lengua C III (Francés),189662,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Idioma Moderno IV (Francés),189663,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Traducción intercultural,189664,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Inglés Instrumental I,189665,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Corporate Law,189666,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Financial tax II,189667,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",General Ethics,189668,3 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Digital business and social networks,189669,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Cultural environment in a global business,189670,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Research Methodologies,189671,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Business English III,189672,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Intercultural Communication Technologies,189673,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Entrepreneurship and Innovation,189674,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Geopolitics of today's world,189675,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Entrepreneurial leadership,189676,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Culture and Development I,189677,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Business law,189678,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Economics,189679,8 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Law of Human Rights,189680,10 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Bussiness and Corporate Law,189681,10 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",European Union  Law,189682,10 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Professional and Personal Efficiency,189683,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Human Resources Management,189684,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",International Corporate strategy,189685,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Cultural intellegence,189686,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Several integrated projects: - two sprint sessions regarding current toppics in International economics/ corporate strategy/ cultural intellegence,189687,15 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Entrepreneurial behaviour & GEST Characteristics,189688,10 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Organizational Communication,189689,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",French III,189690,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Spanish III,189691,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Web Programming,189692,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Professional English for Computer Engineering,189693,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Foundation of intelligent vision systems,189694,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Cross-platform Applications Development for Mobile Devices,189695,8 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Game+,189696,8 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Introduction to Artificial Intelligence,189697,7 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Ethical Hacking and Penetration Testing,189698,7 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Space Technology I,189699,8 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Video Game Development and Artificial Intelligence,189700,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Cognitive Architectures,189701,8 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Quantum Information,189702,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Programming,189703,10 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Technology,189704,10 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",System Development,189705,10 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Modern Machine Learning In Practice,189706,8 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Introduction to Artifcial Intelligence,189707,8 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Information Retrieval,189708,8 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Low-Level Programming,189709,8 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Parallel Computing,189710,7 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Programming Languages,189711,7 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",International Business,189712,10 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Data analytics,189713,10 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Vervangtaak HOGENT,189714,1 studiepunt,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Game Engineering,189715,10 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Intensive Spanish course,189716,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Web development,189717,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Artificial Intelligence,189718,3 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Software Engineering Project,189719,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Data science engineering,189720,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Service and object-oriented Algorithms in Robotics,189721,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",CI_Audio Engineering,189722,3 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",CI_German Language & Austrian Culture A1,189723,3 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Mobile Robotics,189724,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Applied Computer Science,189725,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Network Security and Cryptography,189726,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Distributed Systems and Services,189727,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Digital Radio systems,189728,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Advanced Signal transmition Technologies,189729,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Master colloquium A,189730,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Model-Based Digital Communication Systems Design,189731,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",German Intensive Course,189732,3 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",German Cultural Training,189733,3 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],International private law,189734,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Spanish Language Course,189735,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],European and International Protection of Human Rights,189736,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Psychology,189737,3 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Personel Requirement,189738,4 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],International comparisons,189739,5 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Introduction to Taxes,189740,3 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Insurance,189741,5 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Data protection law,189742,5 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Introduction to the Process and the Spanish Judicial System,189743,3 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],European Law,189744,10 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Scottish Culture and Society,189745,10 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Legal Issues in Entrepreneurship and Innovation,189746,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Business English C1,189747,5 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Laboratorio negotiation,189748,3 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Comparative constitutional law,189749,9 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Philosophy of law,189750,7 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Lengua B III (francés),189751,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Inglés instrumental III,189752,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Paronama de las literaturas en Inglés,189753,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Financial economics,189754,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Managerial Accounting,189755,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Mathematics for economics,189756,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Risk and Insurance in International Business,189757,3 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],BPZ-Polish for Erasmus,189758,4 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Economics and corporate finance,189759,4 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Sistemas Políticos del Magreb,189760,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Lengua B nivel 3 Alemán,189761,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Direccion comercial,189762,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Financial System,189763,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Italian level 1,189764,3 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Financial Investment & pricing,189765,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],International Business Economics,189766,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Lengua C I (Árabe),189767,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Últimas Literaturas en Lengua Inglesa 1: Asia y Oceania,189768,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Sustainable Business Opportunities,189769,5 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],English for Academic Purposes,189770,5 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Languages for international communication,189771,5 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Employee Experience,189772,5 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],German 3,189773,5 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],French 3,189774,5 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Principles of International Business,189775,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],French Languages and Society,189776,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Change Management,189777,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],German for business 5A,189778,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],International Management,189779,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Lengua B3,189780,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Comunicacion Profesional y Intercultural,189781,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Persepctivas Socio-culturales Lengua C (Francés),189782,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Lengua C3 (Aleman),189783,12 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Influence and personal impact,189784,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Spanish A1 level,189785,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Startup creation and management,189786,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Digital and touristic marketing,189787,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],The psychology of work,189788,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Business Information Management,189789,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Communications,189790,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Critical Perspectives on Employment Relations,189791,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Gestión de personas (HR Management),189792,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Español Nivel A2,189793,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],DireccÍon de produccíon y operaciones,189794,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Direccíon Estratégica,189795,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Business Decisions,189796,5 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Essences of management,189797,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Mergers and acquisitions accounting,189798,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Public sector accounting,189799,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Foreign Laguage for business (English),189800,5 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Business Economics,189801,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Business Communication and Skills Development,189802,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']",Introduction to the Baltic Sea on-line,189803,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']",Photovoltaic Systems,189804,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']",Wind Power Systems,189805,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']",Battery and Storage Systems,189806,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']",Circular economy,189807,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']",Water Conservation and Technical Solutions,189808,5 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Applied forest ecology,189809,7 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Introduction To Marketing,189810,3 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Business Environment in the EU,189811,3 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],International Logistics,189812,3 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Principios de direccíon de empresas,189813,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Idioma A2 (Spanish),189814,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Events management,189815,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Project Management,189816,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Digital public relations,189817,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Marketing Research,189818,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],New Enterprise Creation,189819,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Social Media,189820,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Global Entreprenuerial Leadership,189821,6 studiepunten,,
2025-26,['Mobiliteitsopleiding DBO/DIT'],Start-Up: Creation and Management,189822,6 studiepunten,,
