EMAIL,SUBGROEPID
u_026dc06c02c04ce9de0369ca8371f0e1a99fc553773adeec149d1e0cdf1c04e3,"[5884251, 5884255, 5884257, 5884259, 5884261, 5884262, 5884271]"
u_026f45344500e4b9cf13f44e028256d00236a91ddeb1fd9cd68b6017a5c9d31c,"[5870034, 5870046, 5891232, 5978387, 5978400]"
u_0272d8bd228e104c30ff93a889e386e2f68e508fb55f6496d645d1a511173438,"[5874680, 5874745, 5874825, 5874826, 5874827, 5874828, 5874829, 5874831, 5874832, 5874833, 5874835, 5874837]"
u_027ac939af7f4c1f1689e9b032321f85b373f144f14e01393a92265822702c9b,"[5787960, 5787961, 5787964, 5787966, 5787973, 5807016, 5807019, 5807020, 5807021, 6080999]"
u_0282acc7a4c41489f318bfdd2b41e58c9afe8e0ebdbe2197f86341e161f96984,"[5872775, 5872797, 5872799, 5872800, 5872802, 5872803, 5872804]"
u_028ea416fa3eb925ddd8cadc4eabf2480dcad7cee908d2ea7ce6f70179879f91,"[5786293, 5908884, 5908954]"
u_028fd6dd3637c4e8ee131fc623c4291e1ddc0e7c2205128c2d2212113d1a0e21,"[5791642, 5791644, 5791650, 5791654, 5849163, 5849169, 5849176]"
u_02935a485afb7748054a526715407474bf5142f7d4859802a11dda216e7523e3,"[5825895, 5825919, 5825921, 5825923, 5825997, 5833506, 5878872, 5878876, 5878883, 5878885, 5878889, 5878890, 5878914, 5878918, 5878921, 6036781]"
u_02953d7bb29a44668924c5d80886855e76b7c1a5273e6f70202fd163eedd09e7,"[5835718, 5835767, 5835837]"
u_02980461daefd851b943d62402ee41a269a9b072b8f7ee8dcb60934faf90eeda,"[5825923, 5826390, 5833429, 5833479, 5948711, 5983498, 5983509, 5983513, 5983523]"
u_0298cab22dfa12a52000bcfff288771a5e3118ba3326bf3133045f558588ccc0,"[5780131, 5780135, 5780137, 5780139, 5780142, 5780150, 5780151, 5780154, 5780158, 5780160, 6071697]"
u_02a0b6ef8f4e96d12ce32f079d8665293cb25ec367bd4f19ef6751d48155feac,"[5994784, 5994785, 5994788, 5994789, 6125934, 6125938]"
u_02a1caf33b7495a637e19e9e1f751a0b92e4a59e45f50fe38857421507beb5ab,"[5797591, 5797594, 5797598, 5797602, 5797604, 5797606, 5797607, 5797608, 6070080, 6070299]"
u_02a4eef82ebce9e76fab77805b10b8c01f73db03497921ff8e8c7c38a0d19e64,"[5921745, 6069853]"
u_02a7654b43fb856fa74020f7ae0df5ea9f6be1d1360a031ed7bdaf3b4c12eb4b,"[5846371, 5846373, 5846374, 5846376, 5846377, 5846378, 5846379, 5846416, 5846555]"
u_02a8cc4475f71d9a8021366cd1d68d9b73a6e4ac53a224ca65917b737254acf6,"[6056912, 6056915, 6056916, 6056917, 6056918, 6056919, 6056920, 6056921, 6056928]"
u_02b1b83d4901ecfc4b0febb9435fc7ed01a52adcf13246c258e22c2cb5abdbc0,"[6062529, 6062577, 6062814]"
u_02bcb3332fefb85354c499630756128b7ac468c98193250a22c3e016746c9087,"[5830425, 5843400, 5843401, 5843403, 5843404, 5843423, 5979735, 6007852]"
u_02c0b183c29ca545d16fab5bd805b5a33e2a3626463bdf4ec1e58e957975bd3a,"[5774043, 5775109, 5775117, 5775118, 5775120, 5775125, 5775294, 5782512]"
u_02c175f1bf33ee81bf13703770bc93f46c006cc94f859dcba0a04ee19f1c42ff,"[5870030, 5870034, 5870043, 5870046, 5870047, 5891208, 5891219, 5891227, 5891228, 5891229, 5891232, 6057574]"
u_02c5a828527a5f3f7e043060891d88eb36fd30c9b521e26200696796ef2e5a00,[5873029]
u_02c7af8d5ec6ea3b0d332c0b44810bec7125118c68dd69112d59ed334e216ce4,"[5748422, 5852847, 5852851, 5852854, 5866920, 5866927]"
u_02c86807b5ac1e05d80cbc94ac9e056e83506dfddabf0d4aff03a61f452d6836,"[5732865, 5747714, 5747715, 5747721, 5768009, 5869568, 5869576, 5869577]"
u_02d375789505bac9ef8aa7f3f857be017874c5fcfa8bfbd8771eedf2b78d937d,"[5832540, 5832541, 5832542, 5832543, 5832564, 6101850, 6102084, 6102856, 6144977]"
u_02dfa16e969cb99729aaf2e4f2c0b6b5fa4ca52d00028ebbdfad4e8c758fd44f,"[5785355, 5806119, 5806132, 5806135, 5806139, 5806140, 5806143]"
u_02e19e062bd3641c77267376b46133c998711b7fff4d78e5b73f180dd932eefc,"[5983757, 5983822, 5983903, 5983904, 5983905, 5983906, 5983908, 5983909, 5983910, 5983912, 5983914]"
u_02e2820d8a17583213d5773ff938804ad6c1d996b1ad9fa2f9013edc6292375a,"[5937510, 5937667]"
u_02e373de936a6834787c533a0d366dba5f763256fcfc6e883ca596b456a512df,"[5884099, 5884102]"
u_02ee6fcde54ccd5687c905eac3bef1afa00b4a3e09d26cc2a37caea09fd6d1f8,"[5800445, 5800457, 5800458, 5800459, 5800460, 5800461, 5800463, 5800464, 5800465, 5800531, 5800532, 5800533, 5800535, 5800536]"
u_02f28631cf5f0c40f2ef5e326b7b45197cfaec2c8dadb6ffdb1f8266e378cb65,"[5939289, 5939293, 5939295, 5939306]"
u_02f2a39c6a8b222ed206d936327eada5a0ac1ec0ecba1f4084023a4373b05b3b,"[5920199, 5920234, 5920252, 5920264, 5920272, 5920299, 5920319, 6113284]"
u_02f2d122760fb78de11e8429324819bfd0df4a3c1985fc18385451a6abe2743f,"[5785209, 5785320, 5785321, 5915088, 5915089, 5915091, 5915096, 5915153]"
u_02f319a51081ea283cdf4343e0f7b5a24d3e9b52229a753c3ed94557024a7313,"[6116437, 6116440, 6116442]"
u_02f9ad4b11a6fae7f1cd9f237819fa1a4888b4492294946813530e2a196d40cd,"[6057029, 6057030, 6057031, 6057216, 6057218]"
u_02fd13fe95dcf3f20449d949b0989ef5381705e04d5120130b8b30105f691237,"[5780131, 5780135, 5780137, 5780139, 5780142, 5780150, 5780151, 5780154, 5780158, 5780160, 6071697]"
u_0304345478cc8f86e12fce075fa4d60fc63216a13d8d8a29e61bf48ceff1c6e0,"[5724161, 5724184, 5724187, 5724188, 5724189]"
u_030a312b3bfc1f97010059df4bb2a21b27eece34d0c543852c159a2c8bd653f5,[5792455]
u_030e740caa384c84d9c64d3eb913993f49a826194acfc637c63b9a875a3c5ffc,"[6012170, 6012172, 6012174, 6012195, 6012200, 6012301, 6101849, 6102083, 6102855, 6103089, 6144976]"
u_03166a1f5e8b20d25d5f2fa042158364fc565acb5eb4cd2c8c5fed126a9e9927,"[5807631, 5807632, 5807649, 5807650, 5807651, 5807652, 5807653, 5807655, 5807656]"
u_0316b05aa6e5754f7d3034dabb3099406895ad6feac264179e8b64f9da1dee35,"[5777335, 5777340, 5777349, 5816171, 5816173, 5816224, 5816225, 5816226]"
u_0319df781ee99b3a6ff999eaebdae9ff75dd10d864e3a6f8b8e7432ddd69f51f,"[5783395, 5783397]"
u_0322c82940b5915b3bd128bfed84036300dbe09c048905e3a521babf94fb15ed,"[5939509, 5939510, 5959016, 5959018, 5959019, 5959021, 5959023, 5959024, 5959025, 5959026, 5959027, 5959030, 6057670]"
u_0328ce7bb8ed093e5de587cfd9a70eae543f9175f4d4288bc05c27244efc21f7,"[5770833, 5770834, 5770836, 5770837, 5770838, 5770841, 5770842]"
u_033101a2b0508d893773db2122caf95f002cf05d4d3fabc13d9ad5dc4d626f2f,"[5810095, 5903989, 5904009, 5904047, 5904123, 5904130, 5928626]"
u_033444331b5605979af990f221b913a9d493c27f9d97a9534546cf2fecf10707,"[6117868, 6117870, 6117871, 6117872, 6117874, 6117875, 6117877, 6117878, 6117879, 6140127]"
u_0335760889af57007b835d83f78c9b4357ce916e34d3ffee8143db52a3bd9672,"[6050162, 6050164, 6050165, 6050221, 6050223, 6050225, 6050226, 6050290, 6050292, 6123442, 6126036]"
u_03363aff9713a1917030e9bb42e6ce42806d6cc261fe9c3d5dcba8ded171fca6,[6004279]
u_0339105c364f839414eb8ce4bf6d79df27511547b563a9818d5e357afc8f79af,[6057694]
u_033c7d99cd2ba0f5fc6bae93dedc5cf0fb859fe29a6ad4aec1a888ac83fb787e,"[5987301, 5987302, 5987304, 5987305, 5987307, 5987308, 5987311, 6017604, 6080843]"
u_03412a764c56f172d66b0878c0f38512329c6c2563dd97ddf320078700081d90,"[5747731, 5749123, 5768009, 5769413, 5869568, 6069980]"
u_03446aa0f5b2e335a5e89a77789e68466e736096a10f564507889eddfc6ecfda,"[6018431, 6018685, 6018687, 6018713, 6018714]"
u_0348949007ede3a2ea4bde0cc30346adb991f8b5f7d5566d24d5da92f7508086,"[5850495, 5939737, 5939852, 5939855, 5939857, 5939858, 5939859, 5972775]"
u_034a9a632b38eed0a15e76e27b8762183c598df634c0b531f589d723f795e4a2,[5953755]
u_034c4db52826c516b045962862c46f77959d0d23911483e87a96c00a704a990a,"[5909480, 5909482, 5909483, 5909485, 5909486, 5909488, 5909520, 5909525, 5909647, 5909648, 5909662, 5909664]"
u_0353c65ff1b049708654c49bbecc8ae1628f33c6d2da87451a56522b819ce73d,"[5957725, 6016836, 6016850, 6016857, 6016864, 6016871, 6016878, 6016885, 6016899, 6016906]"
u_03562f54f7a99a0ca56a8af7f358d65b79007bd276ef46eaa47601cfaca3202d,"[5804004, 5826107, 5826120, 5826125, 5878883, 5878914, 5948733, 5983392, 5983394, 5983395, 6036781]"
u_036a13f2827ff00354143a3f4a5592b87e5c275ff5b1957146d9d59e8a504b83,"[5731717, 5731739, 5731740, 5731741, 5731742, 5731744, 5731745, 5731746]"
u_03717cbd58adae90accdaf449db3263ca7f7b9b5cf1c0bd98226d622e0b3e4c8,"[5777332, 5777334, 5777335, 5777336, 5777340, 5777341, 5777342, 5777345, 5777349, 5777351, 5777393, 5777395]"
u_037a22902051d8870efc250ea743bc9c976fd0ec00431d7f86b0951c0921f57c,[5944496]
u_037cc7f70f1f7eec38183b7dfebc785477595970352fc8b8286e6f643015a690,"[5861115, 5861116, 5861340, 5885329, 5953350]"
u_037d7150e00b904a896e353e7d53e4724e834bb602d28b918d9259c19f905511,"[5753420, 5753432, 5753434, 5889323, 5889325, 5889326, 5937465]"
u_037e6da073f541a5ad2c9785205e0ff4a660d5ea839235196d18a91dad8e94c4,"[5728594, 5728828, 5728834, 5728835, 5728837, 5729007]"
u_037fdd6480b47671e65946f14ed3fbef24996ce8201f7a71d95986694f521601,"[6056608, 6056609, 6056610, 6062417, 6063002, 6063143, 6063145, 6063149]"
u_038093d989eae8d60eed3ea772ab766891932455b0cfc169fbae999fe8f7be0e,"[5826258, 5826266, 5826268, 5826270, 5826273, 5826313, 5826314, 5826360, 5983586]"
u_03840296d7d1a0c9df55937551a32ab8e7e2d83f28d55b9b518f802b25e3e328,"[5795614, 5795900, 5795902, 5795904, 5795905, 5795906, 5795912, 5795913, 5795927, 6031533]"
u_038520bdc3e00f2e9303154f20798bb72fc1a02501dc08d13de9934d29ae1c9f,"[5840669, 6018421, 6018422, 6018428, 6018429, 6018430, 6018432]"
u_038807e38f9cf74f2ed86df68d2956242e3283f96b6387331ad9e1e473725dce,"[5807631, 5807632, 5807649, 5807650, 5807651, 5807652, 5807653, 5807654, 5807655, 5807656]"
u_038baa575911506ac5809acf5fca31f841c77c4637e641918dc49288b837e299,"[5906146, 5906151, 5906178, 5906180]"
u_038d1c1e330e6d179bc8837d0e4bb04ca41f698d3be0e4d035d811b1353273e9,"[5754559, 5754563, 5754567, 5754568, 5754569, 5754570, 5754573, 6070198]"
u_039d1e0d806fc807f760de7fbae26de7b989bc42bdb136887051d42359c9ed3e,[6033720]
u_03a090ea9053db94ea800544de14647b71d3d9d9a6599562cc941ea6ed54f91d,"[5735720, 6107895]"
u_03a65ea72871db2f5bc4f4a350fcb3e1ec463a1cbcd69e29ff0b4ec44326be44,"[5928347, 5928350, 5928351, 6001578, 6001591, 6001617, 6001682, 6001708, 6001734]"
u_03a7be0de210fd1b0815deeae47f7d8cb92de88ef6bc32c463e6372cd410dcb8,"[5778714, 5778749, 5778768, 5778771, 5778773, 5778827, 5867910]"
u_03ab4a488adb586417d7b68ca6ede2176736fa062536a3f97127814aaab8b368,"[5794366, 5794369, 5794371, 5794380, 5794381, 5794383, 5794385, 5794395, 5794415]"
u_03b44e23574d3d10d8c5df17b737d78c2c1bc14c3935c083b8ff09a7fd84b2dc,"[5753210, 5753214, 5753215, 5753230]"
u_03c1d006f6dafec30cc6f7638792ee97f4ee8a41a009bbeecb1bc0c81e728924,"[6062529, 6062999]"
u_03c4e0fde7033b7d48b6bf3cd9d8df5666aa6f0c71402676226f3ad5442e71ae,"[6116437, 6116440, 6116442]"
u_03c5db2e500bd4f722e13cd0fdc3847d3db17ff020416fd2bf56ba9bbd47316b,"[5996146, 5996147, 5996148, 5996149, 5996150, 5996151, 5996152, 5996153, 5996154, 5996155, 5996173, 5996174]"
u_03c70587375742c9313c3835e0a850911c8cf5d64a6b329ca44d2339df575f65,"[6077349, 6077372, 6077395, 6077441, 6077464, 6077487, 6077510, 6077556, 6077579, 6077602, 6077625, 6077648, 6077671]"
u_03c8b9199c2709ad269eefb009ff8ea4434cd768234eab911d365016b39f32bd,"[5824184, 5829286, 5976834]"
u_03ccab68ba8b1a5b4b11a7ed3295a4b9330afd555aad180cfe057814902b7060,"[5777700, 5946406]"
u_03cfba37f08fee096826b91fc3758fd27a27ee2983ba8476e1df3b4e66f7150f,"[6009120, 6009125, 6009131, 6009135, 6009139, 6009143, 6009144, 6009152, 6020729, 6020777, 6026651, 6026696]"
u_03d149eaff2dec9066ceadaf816aca01d1126ed1f811dda5ceb5946183bb6836,"[5960111, 5960145, 5960147, 5960172, 6092836, 6092906, 6104894, 6104964, 6105034]"
u_03d4d9a613bf5027b1e40fc76ae61c927754e05b290e20c5ecbf9022a6b1e8c1,"[5870077, 5870083, 5870084, 5870085]"
u_03d66509cf1c44f279e417ad46c8efa07adcf64dc2637dea51c7eccbfdab3b02,"[6058495, 6058497, 6058500, 6058501, 6058505, 6058506, 6058731, 6071605]"
u_03d79b25db2e3b3e735cf1c9bccfb6dfde3d7cdfc162c3aa7fce399dcb7c678f,"[6121714, 6121717, 6121718, 6121720, 6121722, 6121723, 6121725, 6121728, 6121729, 6121730, 6121765, 6121767]"
u_03dc3558435ba3b8604af01a88c4a3455817e7ea03b764e1605bd44dc81f9f9d,"[6143848, 6143852, 6143856, 6143885]"
u_03dd8bffdbe993d8f9b3ee38f25e0a4a68af5ff7b0eb2b464abef4bcf45a98ec,"[5791671, 5791794, 5791800, 5872797, 5953730, 5953738]"
u_03e18423fced4cfcf5934cc3a91c2452e46d9d133ec5d85a6d8f01585e0def89,"[6056976, 6056977, 6056978, 6057164]"
u_03e28d9ba088a5efddaeae3e7cacd137c31eff35a7f047edde4f19d702a1393a,"[5783390, 5783392]"
u_03e2ef4d088b5089b716630555d326df6b465e835b40c6de5110fdb7aeb2e9c1,"[5865008, 5865038, 5865039, 5865058]"
u_03e5ca071254f91200df3b1060d9392d06f7a66f6089f784860426d3c4e48cf1,"[5996146, 5996147, 5996148, 5996149, 5996150, 5996151, 5996153, 5996154, 5996155, 6077548, 6077640]"
u_03ed3849b3b30544f2d0a331bd4c0d5d601fb9e47ee1eb58dea3874537664c29,"[5927732, 5927733, 5927735, 5927737, 5927738, 5927739, 5927740, 5927757, 5927758, 6077546]"
u_03f3097065139c5f42a3fe258016ed3b3e5916eaf729be97800905f28fad431f,[5873029]
u_03f4724f5a00d73094dfc9d3efda41f514efdc7f5e215de3fdb69ac256179b82,"[5939509, 5939510, 5959016, 5959018, 5959019, 5959021, 5959023, 5959024, 5959025, 5959026, 5959027, 5959030, 6057670]"
u_03f506b6330c3543e730bd5dc738b6b7ccdcad2981df78da5f843f044fd1edba,"[6117609, 6117611, 6117612, 6117613, 6117615, 6117616, 6117618, 6117619, 6117620, 6117621, 6117623]"
u_03f5a54ca50f915565a0fe7368ec6ea494582cbcdc02eee02d54a023fe629b54,[5800716]
u_03f5d4dfca1c44a89c8c01753c1fcde2b035855faf29c81ccb6d310a7e8846d1,"[6116535, 6116617, 6116624, 6116625, 6116626, 6116627]"
u_03f8a8f1034dabe695dc7d25faff36e49b1e04fec78ae0b165649ace7fc7ca44,"[5828471, 5996131, 6004230]"
u_03fa51950a6812eebf7ccfdd3f9236f9eb163bd6693f57ccba9b1502a2f6f109,"[5937304, 5937305, 5937306, 5937308, 5937309, 5937311, 5937318, 5937464, 5937465, 6081045]"
u_0403d20c8c5f08ac127fe08d475a895808fe210d157766e998bea6836ea2312d,"[5868338, 5868344, 5868346, 5868348, 5868349, 5868355, 5868357, 5868358, 5868359, 5868361, 5868365, 6070820, 6071543]"
u_0404e8d13a53666e24d7649467233c149c5bdffe77468c130fde7033397ca9ce,"[5733473, 5733477, 5733481, 5733483, 5733634, 5733771, 5733774, 5733776, 5733777, 6078505]"
u_040ba9b2f93fe9b8cb56033f3d70ea19d0eaf7e0c99b3ad17ae3faba96e3ebce,"[5825894, 5825917, 5825918, 5833508, 5878870, 5878891, 5878917, 5878918, 6036781]"
u_040d557366314c339ce9b9ffbf9533fe72a6b2182e02c82361e09447530e9708,"[5726931, 5733477, 5733481, 5733776, 5733777, 5853791]"
u_040e8c5374263663fa7603370836333b1d7ed6c4c8b899bc518f56cd41d33e47,"[6067623, 6067624, 6067626, 6067627, 6067628, 6067631, 6067632]"
u_04133fc33ae7e3f3728a5c60fe3f4d512fbaac7d021a93200e8fb3eab826b54b,"[5823184, 5823185, 5823187, 5823188, 5823189, 5823207, 5843077, 5843085, 5843090, 6007855]"
u_041c4c72a45f9655a469bf05e04aad1ac0f88c16a8bd40fc763d56417fc73058,"[5791817, 5791823, 5791830, 5791864, 5791870, 5791872, 5791876, 5791880, 5791882]"
u_042364c98db979e4413acb50d3655c66a4084fcba46a1eed03f6c00f217af773,"[5801049, 5801099, 5801212, 5816224, 5816225, 5816226, 5816227, 5816353, 5820837]"
u_0423b97c499538ef93219bea0d5ed099591f51301c236869c1901417be4a1ff9,"[6115291, 6115293, 6115299, 6115300, 6115301, 6115303, 6115304, 6115306]"
u_0426b5789203bbafecf4dd648d2b32a6b99a10214efa787829bb41cbe777b8ed,[5953679]
u_0427bde8bfc795fceeafb5b01af101c924d9c3a00273466edba272477e2457bc,"[5816853, 5816968, 5816971, 5816973, 5816974, 5816975, 5972802]"
u_0428c09af5dd863426dae11f1f609334a2a3767130f97880bf7e9ec0c1226155,"[5809243, 5809244, 5809250, 5809254, 6024523, 6024577, 6024631, 6042562]"
u_042cc88a7b4a459368a8eddb2d7c0a1bed8c0ff4f1607d2d89868302802db998,"[5824396, 5824400, 5824401, 5824403, 5824407, 5824417, 5824425, 5824426]"
u_0434fbd1d3ac843bf7adb0c3c1ed6f622be8220b0fb636e01bbf60f2bdf96430,"[5868949, 5868951, 5868955, 5868959, 5868961, 5868964, 5868966, 5868968, 5868969, 6098292, 6098526, 6098760]"
u_043cbc6bc6769aa447d5bc6a77485e465a1394b6746c8750c0fb60bc722dded6,"[5752457, 5752461, 5752463, 5752467, 5752477, 5752480, 5752484, 6070756, 6071479]"
u_043d27e4baa7752e4d0a193cbc5cae75b76087a3da04c0c5722f1a9cbf57bbb8,"[6063804, 6063805, 6063806]"
u_04435c2e4c8c2e04ff02a36b4c59d8dacafadc4f9e7bfe745f654370df10610c,[5870272]
u_0447b699f2796571f51aae6a29ecc3c9f56dc1b1dda5b6f0ddeb917ab0af7e2c,"[5805530, 5865683, 5865684, 5865707, 5865708, 5865709, 5865710, 5865712, 5865713, 5865714]"
u_044d9f3497a52de29f796ed4936ec51c5c5f30aa09260dad5ea2584ecc48d705,"[5887625, 5887630, 5887631, 5887638, 5887644, 5887645, 5887646, 5887647, 5887648, 5887649, 5887651]"
u_045b19374f6b9a8279e64bbcad72d33dffd4f7b918f339a7d50e0770d39947f5,"[5719696, 5719697, 5755189, 5755191, 5755194, 5755196, 5755200, 5755202, 5755204]"
u_045dd78602af72d0a9f5b58e13b9ed8c9a29b9fa0d86615ddf52952110c7a855,"[6054410, 6054412, 6054413, 6054414, 6054415, 6054416, 6054417, 6054418, 6054419, 6054420, 6054421, 6054422, 6054423]"
u_0462f2e161e6bbb97934365e29f9a10fa70221084da43654e13509682d68651c,"[5814661, 5814662, 5814670, 5814671, 5814672, 5814674, 5814675, 5814677, 5814678, 5814679, 5814680]"
u_0465cddeca7cf481e59baeee720e59cd35a804b85df929e0f215a599b51d2639,"[5775112, 5775125, 6058495, 6058500, 6058501, 6058505, 6058506, 6058731, 6070820]"
u_04693f31272c34b7190e2305b7312463ebbb233523ff27cca087721f33f92dd2,"[5832540, 5832541, 5832542, 5832543, 6101850, 6102084, 6102856, 6144977]"
u_046bc1b6d2da708b40806febe3689087ec35e6c844d5cb7b1ec14084e91f3218,"[5799515, 5799516, 5799517, 5799523, 5819214, 5819216]"
u_04704d22ca343d9de1c209abe7ab8de20ec6a10c8528f22ca1f116c9e83ad1c4,[5791813]
u_0474922fb463e6588f5243d4efa7a490f50fd88acb888f980638cec232367550,[6040233]
u_0475a1fb8b257f6eb538245742170c8b46a0bade1a1e638ddadd73cf445e8d7a,"[5760221, 5760222, 5760226, 5760228, 5760231, 5760235, 5760320, 5760333, 5760336]"
u_04796fed1a9c7d653dc45c156653a63e5f09116b4d34dd9104442239e3da12bf,"[5733473, 5733481, 5733483, 5733634, 5733771, 5733774, 5733776, 5733777, 6078505, 6079338]"
u_047ef61a133a698f08c56376d54027a81d080e2017e45c24570f656f88ad77e3,"[6007829, 6007831, 6091495, 6091637, 6091709, 6091779, 6091851, 6092134]"
u_0484874a4f4c3e8fbd24bedab8b626e94ec7824eec9da281cbdcf5d8f24159d2,"[5799591, 5799592, 5807006, 5807011, 5829022, 5829023, 5997460]"
u_0488fd7c0694297d2c3b2ab3073e10a749f6c64b027cdc950bbbf00cf4b868d9,"[5788181, 5788371, 5879554, 5997661, 5997667, 5997669, 5997670, 5997671]"
u_048a988657f240126e853814505adae8cbbbd7d4ddf60b876928e44f8ae81994,"[5747714, 5747715, 5747717, 5747721, 5747723, 5747726, 5747728, 5747729, 5747730, 5747731]"
u_048d079c1483fa1c5417875175b057761a30c0f411c530cd8f0a849663c54531,"[5800445, 5800457, 5800458, 5800459, 5800460, 5800461, 5800463, 5800464, 5800465, 5800531, 5800532, 5800533, 5800535, 5800536]"
u_04937df3971d949eecd828e00dfc592d7d6df295ca27fdacbcb7f5269e1afed2,"[6145385, 6145424, 6145430]"
u_049db8a6ccf6b811941568b81256a718af025ccfdeb3403dbb27dbf2d028b09c,[5870052]
u_04a0d2cdc194d43fed68756465a01d62b63997884b9abab1db124d777bc28a42,"[5866377, 5866379, 5866381, 5866382, 5866383, 5866384, 5866385, 5866417, 5866422, 5866544, 5866545, 5866559, 5866561]"
u_04a437da5f40836785ee74c3babd45301d997460624784374480d413a49dce29,"[5861391, 5861413, 5861415, 5861417, 5861418, 5861420, 5861421]"
u_04a61ce38ae2af02b05f1e78193d1dee62e9985d2aea804604208f99346a5934,"[5728594, 5728828, 5728834, 5728835, 5728837, 5729007]"
u_04aa08a89730cf66fb19f865341fa7626453293dc8d2dda389f37b1dfa34dde0,"[5726938, 5787292, 5787299, 5789324, 5793570, 5887881, 5887882]"
u_04aa24475ffc944f1743098549c895b49b18c6f596925a092d8c84d90ecfd8f8,"[5870124, 5870134, 5939414, 5939419, 5939420, 5939423]"
u_04abae2ea3d24b96236ee0e6e782726ce66194d0a657690df7f3140760cb849c,[5859757]
u_04ac013b467815779b461d891c561616b25b8266a232fe3a8cdff06cfdd3d060,"[5892966, 5892971, 5892974, 5893014, 6019764]"
u_04b27bccac6dcaf81de9bea8d81bd40998b2bc4a5bb55f6de27a85bca2b03237,"[5885248, 5885249, 5885250, 5885251, 5885253, 5885254, 5885255, 5892858]"
u_04b7bb8da7c4d39ab3fe473c41227b5a48ca1305f644211258e9344bc31f222c,"[5793311, 5793312, 5793313, 5793314, 5793315, 5793318, 5793319, 5793320, 5793321, 5793322, 5793323, 5793334, 6079569]"
u_04ba82199ec5448b2d3f32466dfd1708c59778a7d34347ceaa4b82972d8c2bf9,"[5978354, 6026825, 6033765]"
u_04bb09b7376e26e8f35e7f4ecc88519840500404c82bca585ed1fa3ffcb01e36,[6007473]
u_04c11cb797fed8433427469c432baf5eaa79ebb3c321962e6350cc211d31fb2d,"[6057537, 6057562, 6057563]"
u_04c17ac026069c1abe8c0e68bacd54ebfa5a53a6d63c6645025759848f804307,"[5777198, 5777205, 5777209, 5777275, 5824449, 5824468, 5922375, 5922410]"
u_04c4386013c7394d25793cd9483dd5e6e3efd1a8f1abd89dab1aa7280d188686,"[6056608, 6062417, 6062746, 6063002, 6063046, 6063047, 6063145]"
u_04c7d10daf3c253ad03e52a691e31ff88b10a622aef9f9ccf34310aadad17a86,"[5971594, 5971598, 5971599, 5971600, 5971601]"
u_04c7e79c0adc7f965323b78bb3d216becc7a52523f19c396d8c49673743e65c9,"[5754559, 5754563, 5754567, 5754568, 5754569, 5754570, 5754573, 6070198]"
u_04ce54913ed1dff5c4e0c290e094219394a42fe7adfa2b21f3e0ff6ed1d5eeb4,"[5928402, 5928405, 5928406, 6001605, 6001618, 6001631, 6001696, 6001709, 6001722]"
u_04cf62c71e656285762306d5f13ae4f420ce6d1a48d730be1377bc367e78ab65,"[5780131, 5780135, 5780137, 5780139, 5780142, 5780150, 5780151, 5780154, 5780158, 5780160, 6071697]"
u_04d45cb96e52f6f269d6591dbd96edf4eed11e5fe0d1c1693ae13258e82c7ab6,[6113861]
u_04d546913b8f5fd7c54f3ba0575bd7236e658b27e7b80a7d39b792a1f3a1578f,"[5757847, 5757849, 5757850, 5757851, 5757852, 5757853, 5757854, 5757855, 5757863]"
u_04d66edae8252352fce7c958bb14a65753a7dfb1376fb8134d2db7ec9955e59d,"[5783395, 5783397]"
u_04d7ad2c04e2b2957badf086f25cc9fe1a67bb6af9cecf623bf6c0d60424c3f2,"[5747714, 5747715, 5747717, 5747718, 5747721, 5747723, 5747726, 5747728, 5747729, 5747730, 5747731]"
u_04dafe7e5c5baff1efd0b02a6add3e57b548cd1fb6ec16de4c1af8d32b6b623e,"[5785154, 5785161, 5785171, 5785172, 5785174]"
u_04dc7e4279e3537ff4fc4705eed45de3ce723fab9f3362e6d377bf4db557cb4b,"[5801047, 5801049, 5801095, 5801099, 5801101, 5801103, 5801104, 5801212, 5801229]"
u_04e14157f17f579ff8804c6bde86e3b8952369982167172bc576d7da9289b01f,"[6051511, 6058059, 6058062, 6058063, 6058064, 6058065, 6058149, 6058212, 6151756, 6151757]"
u_04e5394bcc68235c622c18305c09e5499fa236020e446c8af81e8203180a6dbd,"[5784689, 5784690, 5784698, 5784700, 5784701, 5784702, 5784704, 5784706, 5784710, 5784711, 5784712]"
u_04e781dcbd17311fab835cc1b1ef87237d2c2d89e846fdd3fa693fce0e85ab12,"[5830056, 5830069, 5830072, 5954579, 5954580, 5954582, 5954597, 6081021]"
u_04e9e1c6deb55164355a5d5edd3da576eb42c101bbcb98dfdd42996756cec2a9,"[5844016, 5844035, 5844038, 5844039, 5844044, 5844057, 5844064]"
u_04ed3d62546e0e8c537d3609a3c1f9a24a702ecf54ae544cdb701b7b368111fe,[5873105]
u_04f4d93a4c668c3d30305b590ffb6e952c93489d0dcf9ccbe7c4a4ea410d2cd2,"[6077341, 6077364, 6077387, 6077410, 6077433, 6077456, 6077479, 6077502, 6077525, 6077548, 6077594, 6077617, 6077640, 6077663]"
u_04f53709980d3b081f10585d9b0f20b658e81c6b327eb765ae5f0bd68f6e21c5,"[5797390, 5797393, 5797396, 5797397, 5797404, 6077693, 6077716, 6077739]"
u_04f960565b30af2066b4a1f0ca026d71203b694a5cb43434e3f2da3f57f198c4,"[5920199, 5920208, 5920234, 5920252, 5920272, 5920299, 5920319, 6113284]"
